payment_id,commission_id,paid_on,method
1f7cc1b9-966b-4416-a8d7-fadce1933cb4,c2fcee71-48bd-4ee7-8412-375532226627,2024-09-22,CASH
c594e8e0-3224-4ee0-8a1c-7a9408453815,f75955e4-832c-46ae-96eb-c186bf084b1f,2025-01-10,BANK_TRANSFER
5d46fcb4-5ef9-4ce5-8bc5-7d1e68efc326,f277af95-59c6-4abb-880a-6d85c48919b8,2024-10-07,CASH
088076b3-08d4-4d00-9a83-21aed7e52ac4,7e9abe1e-1ecc-4ddc-b6e4-305b9eeeda8d,2024-09-22,BANK_TRANSFER
e08d8bfb-5887-4378-83f0-f7050f304828,1754ad70-284c-4d45-bf84-92197dff9cc5,2024-02-13,CASH
36a42c6e-9367-4e78-9c7e-adb4bfa97170,aeec1385-f42c-4ebe-9b35-7d9cfd27dcde,2024-09-14,CARD
ce756e2f-9e68-4ea1-a330-fe57ff26e81f,8e5adf02-07cd-4822-8489-37faea900506,2024-04-03,CARD
30265260-2721-4ba2-9ca5-0a9ff07b9b4d,9e8f832c-27ac-4041-8e5e-f92b58e6cfdf,2024-11-12,CARD
beaa877f-3c20-4714-9cb5-679961045fe3,3f06f936-d844-4432-99ab-0f9da588e73f,2024-04-27,BANK_TRANSFER
6bcc7e12-c6ac-4249-992a-96574c67929f,30bda159-fd29-487a-8717-6e1950df4478,2024-10-31,CASH
1bba1873-84fa-49e5-88d3-f3b17c1717aa,d2b52297-97d5-4e27-9759-e0e8dfce58b3,2024-03-27,CASH
b6024402-7fe9-4454-84d2-c6ccb4b9e655,4dd08910-4761-4552-80af-4f004e322ee7,2024-02-09,CARD
ca5b40da-bd4a-404d-8da9-400960665985,6947f5b8-dfe0-49e9-b504-cb6c69d97142,2024-08-12,BANK_TRANSFER
60512d2d-db33-44be-b6ec-733b044ccbf2,977de605-8795-41d7-b12d-f521e1de8591,2024-09-16,BANK_TRANSFER
487a78aa-ff8c-4dae-8230-b24c30096159,4a7e18f6-c4a8-46d2-8621-d0261dd7ddcf,2024-02-08,BANK_TRANSFER
41c4cee8-e241-4f6b-b67e-fe633370a7d7,c0cc6055-697d-4a96-bf8e-343c85bb4284,2024-11-18,BANK_TRANSFER
dcd98273-061a-47a6-929a-51b727d3e590,9d6ca649-3561-4ffb-85ed-e6987deefd10,2024-12-31,CARD
6ae7d26e-c162-4d36-a135-df37cf2bd3b7,8661685b-cc8f-41d9-921c-d99898e90570,2024-10-19,CARD
afffd823-71f1-4015-8dd9-0ba68d25cff4,b66de7e9-9042-4004-90ed-718d29390ecd,2024-04-26,BANK_TRANSFER
8dcc5b97-d467-4b86-83c9-a0ced8dfd72f,6a0246c1-6de0-4939-89ac-d1b205b2c251,2024-10-17,CARD
830155c8-4a79-4e4e-b582-600232800524,74793c29-cf60-4daa-b2bd-018461bdb024,2024-04-30,BANK_TRANSFER
3375f6a2-e4e9-4345-a06f-d721f1704eb1,f4669f7b-a37f-4b2e-a05e-74c9b3b282ca,2024-01-27,CASH
6f176380-b7b7-43ce-8c9e-438fb5989a98,53d7a1e4-8259-4dcd-a699-3ed17b3b550f,2025-01-26,CARD
454ba832-7c74-488e-b066-42fb7a4590a0,6657081c-3979-45d4-93e4-5af0c846144c,2024-06-05,CASH
c7f38579-9ac4-4a81-90e7-81aa65473c1f,4dcd4640-b062-48c3-adf4-ab9087a5c451,2024-10-11,CARD
e2bbf7bc-8648-4b1b-a711-8d3969fca303,e0b7d113-3936-4f9a-909c-215937a0ef4f,2025-01-15,CASH
7981658b-eaab-4a5a-82f2-96fb0e53ae4a,4f82b145-d288-406a-9a5e-5ea82a3817e6,2024-12-25,CARD
67e88e26-0a68-4c90-9a51-e147b9872c9e,bb0887b8-dd57-4925-864a-44f2c93a4e1a,2024-06-15,BANK_TRANSFER
e090c666-6942-4bad-bc0a-5c4aa147c0a3,63a309a8-5b54-4583-a592-98d985a3ade3,2025-01-19,BANK_TRANSFER
098dc6a3-86d8-4b7d-a095-8fa83b4377a7,658310c9-84d9-41b9-9794-156c6ac98964,2024-01-19,BANK_TRANSFER
6224cd95-d9e3-42d5-9767-0786b7f24b23,ce0688f5-fedb-49a0-98f0-a99cd7f440f2,2024-11-04,CASH
5787ed23-585b-4d70-8dee-06ffe5604d01,e7a6485b-690f-457b-9acb-77a6c081083f,2024-06-03,BANK_TRANSFER
63105d45-ad6b-4d3e-b1df-8ce161beed44,6d0c787a-81f6-4cc3-8c41-ca0631369c45,2024-04-05,BANK_TRANSFER
e72a4ec1-920b-4cae-8a20-3c6fe98b08ee,8b62633e-0906-437d-8b30-c183a7f9e2ba,2024-06-26,CARD
afec1765-6eba-47a0-b0a1-40138e1404ce,79ae09a2-2722-465d-acaa-f9ae7855f8dd,2024-08-09,CASH
f7ff2b08-bf58-4137-82f5-5b9e90a0fab9,f100a820-d55d-4003-98ac-9ce8f2112e30,2024-01-25,BANK_TRANSFER
7c3e9660-b725-4e73-a06a-fc9342b4c9cb,6142dc0f-7671-439f-9675-64135265d407,2024-12-12,BANK_TRANSFER
e0f27734-f8b4-4b85-afdb-0b3673f0487f,b4e1d10e-95a6-4008-88ea-34f01a01cf08,2024-01-31,CASH
7e3c0261-c954-4ea7-904b-914bb20261e1,ade9e813-da38-4949-b9a3-610f57836316,2024-02-23,CARD
a8ff6a83-016e-429a-bafc-c30f13952165,39ca89c7-1150-4988-a1db-78bc9ad8ccf2,2024-10-19,CARD
b862d4f5-eca6-4c4f-8676-08456f90ff2b,0f5a8842-256d-4103-b612-6e6d9ddf2823,2024-01-24,CASH
cefab886-a88f-4f16-8ab3-fb8f28746d67,6ea4cc40-6b9c-4ee3-bc0e-07a274477ebd,2024-04-20,CASH
20d8e3e9-6928-48c5-9cd9-b7036db8c829,d97fb2c6-6266-4bab-a982-5f033d2352d7,2024-04-23,CARD
944a0008-58f9-4a5d-84e3-cf018c573afe,b67d2537-394e-4e31-bdb3-8034b7afd12a,2024-01-18,CARD
fa356f19-4de5-4bbc-b405-73e4c651bb35,654ea0cd-0745-42c3-89a7-10b46228829c,2025-01-07,CARD
5d505175-1d05-442e-aa75-7e0015d9b397,6047903f-f2e8-4baa-8509-f59d6f9f3d04,2025-01-25,CARD
608c52ed-a7c0-4e5d-be5c-0acb697d71ae,b385f868-bfe4-4fbe-9247-35dea21be208,2024-06-25,CASH
34dd883f-ce09-4609-99ff-9812ce22721b,ecfc4971-2531-4382-9522-f4c7849759c4,2024-10-07,CARD
32776b53-de05-4509-b286-03afdfc06f08,a5afe31e-2477-436a-a946-411cacbe7203,2024-01-17,BANK_TRANSFER
c6a682b2-1063-4669-81b0-e20d22896190,9df2e5c9-b0a4-4cf6-b72a-d7be3305f274,2024-08-27,CARD
9ef67380-b282-4c7b-96cd-4d97ef9fcc57,5a6bc9f1-6f68-4e1b-a2b6-7dbbee1b5a7b,2024-01-28,CARD
467a2cd3-a31b-4faa-b254-663886eca635,2d18434d-9e86-49b1-80f3-17a028a684b2,2024-02-12,BANK_TRANSFER
e364e3c6-f419-4832-8160-4ad77d70f13f,bdb8c990-d727-4643-8066-1d321fdf2e8c,2024-03-27,BANK_TRANSFER
ba1a1f54-5db3-4948-8902-385911069577,051712c3-8dcf-48d9-a017-0c6a163117e8,2024-10-10,CASH
f8a93431-ab96-48dc-85b5-7fe9af2f49b2,242a6e83-1de0-4e87-bed7-7de055da9ff3,2024-06-09,BANK_TRANSFER
dcf4294d-5bf3-43ec-af7d-c3ba59ae084f,1a79b71a-f0ff-4957-a859-ea519859f2b7,2024-03-29,BANK_TRANSFER
cf1deff8-3315-42b7-9174-ad357bbb7799,f83be5a9-fff9-4d86-a656-28f6682dd87c,2024-10-07,CASH
2360834c-c704-4bbb-9516-801146d91b97,49aa5d7c-198f-4304-9ade-f2de33b89c27,2024-11-03,BANK_TRANSFER
a3d216fd-e6b3-44e3-a0e4-a10cdbc69bb1,b1c2036e-8a0d-4011-a908-b4b1f69097a3,2024-09-27,CASH
b3f011dd-a479-4fa9-9f48-513dc0f5bdca,9e6336a5-959a-4b24-bcc5-976b1e24aa48,2025-01-12,BANK_TRANSFER
9618ad28-ce50-4270-a77b-379182b00fa0,c3a1f222-5648-483d-b82a-fc6492c91281,2024-01-29,CARD
bb941365-8873-4c84-a30a-47fe33a7bd84,e34893e2-8ce2-4734-a840-ed30c2470823,2024-04-28,CARD
3ce67776-7f71-4fa8-a4e6-32c2586c6cde,e23faa55-ae1b-4c63-8ade-590f89d1bce1,2024-03-29,CARD
adab9fad-a3ab-4a51-a1ad-9e65a150e4ba,671bb67a-3b6a-4ef9-8e76-e5ab6b71d7da,2024-12-26,CASH
d3f10c39-23a8-491a-b283-c7060dc76a5c,3a189fcb-a463-4a76-8589-574e66ea8ceb,2024-06-29,BANK_TRANSFER
b10a9ffa-ff6a-4bc4-8a65-e36b87ef7122,70f49164-157c-4bfd-be95-6f5b8563167e,2024-06-07,BANK_TRANSFER
bb307c78-8b09-4738-9c2e-fd14d913e01b,6d68a639-b920-4079-80e3-2c2d3e43fe5c,2024-01-17,CASH
8c6627f9-11b0-4443-b7ee-c24d8b15a108,38cb65bd-32c6-4877-b6fd-f830ff9eee7a,2024-04-05,CASH
b77497bf-8d16-4166-8a02-9abd110dcdac,e9550d2d-32c0-45e5-84d4-f363160ea713,2024-06-16,CASH
a7e2b97e-5bdb-43d2-b66a-66d799a01819,010c3bd3-700b-4eb1-9453-7ec1114c4d03,2024-09-25,CARD
0635bc0f-a609-43ae-b6ee-3e6766f1d6b4,1c7e8202-e0bc-4879-a4e3-8bfae5bc8127,2024-11-22,CARD
36993a44-7593-453b-a8e3-ec6e19929d52,851670eb-a6a8-4a44-8bf1-f45a38c03f01,2024-02-13,BANK_TRANSFER
744712ab-2485-4c40-bfdc-e71ab73cd7d8,b9897618-d8b4-4e23-af6c-5ad53990e54e,2024-06-05,BANK_TRANSFER
8d675e74-48af-46b0-b29f-d69701474210,06f40d6b-40af-45a8-9fac-49e0f89302d0,2024-04-14,BANK_TRANSFER
19aa51f9-0dd5-4bbb-8025-1859e68a586f,4874f259-879d-4ad9-aa4b-39d9ca351fb4,2024-11-19,BANK_TRANSFER
9496f3d7-c155-4d0a-9da5-d25cdf5e277c,805ef8c7-f2c3-483d-abfa-82c68f6130c9,2024-05-15,BANK_TRANSFER
690745c9-1101-4513-b2f6-a0174e98b979,41b621b8-4c23-49c7-b071-1f3736b6d1f3,2024-08-20,CASH
0b6cd2bf-0849-4c8b-a63a-54e5c16b905d,5561c2f5-32fc-4112-873f-7ed89d024ca5,2024-08-23,CARD
2283a338-26f1-4bd7-ad67-34bf75945c29,8952a059-8d0f-4c83-84e2-fcd8323a0038,2024-07-14,CARD
e7e66b3d-67fe-47cc-967a-03d40c66dde7,731c3a65-f8ba-43b5-a3c4-6d71d4b112ab,2025-01-20,CARD
99b99562-4828-41c2-af3c-cd2b0d1fcfd4,1524b879-b116-4092-8b3c-3b7e1af364d5,2024-04-09,CARD
1ae0a193-f7e6-46b2-9fe1-cd7c28e59a8c,e4bec68f-22dc-4db5-982e-e3e377e1948d,2024-06-21,CASH
869ec226-3506-46b6-a899-fbbec20fd366,7ffe4874-fdb6-49c7-aec9-3094cc57c0ed,2025-01-08,CARD
88935403-77f6-4f5f-9445-2db19bdb8b81,0742726a-a773-4523-b682-d2c64a68f6ea,2024-01-07,CARD
46e8a256-6245-4881-9aea-fcc912e89d39,f72b772f-9ae5-45c0-a2fd-7cfa06c08d69,2025-01-27,CARD
691b4d62-c933-4953-bf42-917197e0025a,cb90983d-3c9e-4b4f-aa2d-e384ef504f4e,2024-06-22,BANK_TRANSFER
aae18ec4-0ac9-49c8-91c2-7d5f7e41951a,97eba260-e60b-4d8a-a0cb-e5dc408452fa,2024-10-28,BANK_TRANSFER
48409e4c-21b4-44dd-ab3d-88de995053e5,24a23c9d-da0a-4896-a6d4-83ec538a9b1d,2024-01-14,BANK_TRANSFER
72ebd705-66e8-4492-bb9d-a7ce5f040754,190122a8-2b9d-45d8-ac11-7729eac63363,2024-09-25,CARD
a2849d7e-dbeb-4fe5-9a70-e68db725e943,c89a3515-fd93-400d-8f35-78c273438306,2024-06-24,CARD
069afab5-ee06-403e-ad64-f5144459a7d8,98ae1b44-6ead-4cd7-9075-34fdd53a710f,2024-07-19,CARD
18531718-4187-47bb-aad7-2a09a63824ea,b32a2568-2fb3-4c05-87b4-7d9048770ddf,2024-05-13,CASH
6b2b3f1f-0a76-42eb-a075-409b3ee99672,653b1f0e-af78-4677-9028-fc4762013c55,2025-01-13,CASH
e76a73d0-f770-4cc1-911b-2ff3f0d5e5bf,fa88416a-9f39-44e8-a1a1-00ec3d426af1,2024-06-26,CASH
3f8b319b-f06a-4222-9591-81ca23df0da7,c13e071c-8739-490d-a039-8aaa991c2832,2024-04-29,BANK_TRANSFER
f72bcfef-af9f-47ac-b2db-fa16645000b0,11ae1b7e-370d-4c05-850c-a5824bb0a7c7,2024-02-16,CASH
5d4885ae-9024-4bff-a018-d591ee5885d4,446aafd4-0143-4867-89a7-d59660f71d89,2024-07-27,BANK_TRANSFER
f68f7a8e-30d2-4546-888b-c572c05cb3e3,1dff1755-c14c-408d-bb2c-db672096c9c5,2024-03-08,CASH
3b5e5201-2d48-4c1c-b7e3-072295ed481c,1a0ccb51-c80d-4a96-a165-f320245e4bca,2024-02-14,BANK_TRANSFER
2110757f-c5df-4ed3-b27f-50e7c4d66d2a,444c8d6f-43ec-4adc-8abd-5242dd3c872d,2024-02-21,CARD
33dc7d84-6450-4725-96bd-9515f1c9a66e,3b66ebe2-12b7-4c9b-938c-c7b80d533f80,2024-10-27,CASH
01a2845d-02ef-4b49-9bbe-7cafb3175090,5409d058-f9a2-46d4-94c3-78a950ea05d1,2024-02-04,BANK_TRANSFER
e144611f-e69b-4720-b6e2-dfdf77a0b957,8581d2c2-48d0-4a7c-a572-b7a206037ef4,2024-08-12,CASH
32186fa9-85e6-49a2-8ee6-4230b2b5a16b,d78ef646-9013-42bd-85b6-c29ce71e2f88,2024-09-22,BANK_TRANSFER
609009ff-cb67-472c-8dc9-2d2f2f0fca65,bd697aa7-59e3-4c6f-97e1-e3829aff66d0,2024-08-26,CARD
7ca003f5-3db0-4017-861d-1ab1694056cc,2f533399-eea4-4b37-82c2-f5f207c92c5e,2024-01-24,CARD
119eec1a-c652-460a-b049-48c8004fb8b0,1e49b514-acfe-480b-b888-2aa18c761c52,2024-05-26,BANK_TRANSFER
f831381c-6e84-4de2-85eb-afd62e2bd81c,62849f7a-c2c8-428c-9a5d-e5bd3eb50b53,2025-01-23,CASH
5263f457-7353-48a7-babd-c66beff7adf3,7fcef08e-bc0a-4a35-91fb-33fc3ad05160,2024-11-23,CARD
c4f3d723-1ebd-42d2-892f-4a298b6fdfa2,04094872-dbaa-4ac3-911c-eeef13bb6afb,2024-11-16,CARD
c28c7cd5-7d53-49db-9f9d-aa6b4c77679b,82f52fae-f686-4a5f-ade9-c648daea5426,2024-04-03,CARD
39564f94-34a0-46e9-8cad-74d4142be283,fa9e5edd-6b1e-4fd1-b893-64b9bcba8673,2024-09-14,CARD
86355578-ece7-42ac-b218-dea400a7456f,7f8f11d0-4b23-44b7-8b97-2d84cfa01e73,2025-01-25,BANK_TRANSFER
c9e4dacb-67ca-4aa4-97f1-281b003641ca,064ad3d7-3926-4777-bef7-1b11f7af7692,2024-11-26,CARD
ddd364d1-3a05-45af-bc21-ec6753a5c04f,753bce9e-38e3-4777-aee3-07c747dc9a7a,2024-06-24,BANK_TRANSFER
4dc47150-3b77-4c71-9fc7-1f0ce743dc4a,a40fb78a-0677-4e56-96df-dccb473ac41f,2024-12-31,CASH
844cade0-fdc6-4018-a8d8-bba043ba4535,719e83dd-bea5-4a1d-8141-a13c398d84cd,2024-01-31,BANK_TRANSFER
ddcd39b8-4110-42f5-abc4-808749183276,5f3caaf5-5248-4206-bc74-92e5960bcd61,2024-09-29,CASH
b7eb7e5d-a250-4c8e-81db-d85c2ac640a0,6aa42603-09f2-4321-85c6-3dd913c657f9,2025-01-14,CASH
f74833cf-df88-47dd-ba12-68785ce9880f,59990e98-7518-48e8-a432-72d7cecc8ef5,2024-01-21,BANK_TRANSFER
b36b160d-649e-400b-8c4d-2cdf62460f2b,32be3a6a-d377-496d-bef2-617b158c1042,2024-12-22,CASH
9af5af4d-47a8-40b5-b076-31fded45d3f2,dcdfb452-cd12-42ea-aed8-dd85710568e7,2024-09-22,CARD
585e70ec-7c88-498e-9ac3-97a735b1f882,a0f34528-e09f-4814-9f61-b2e7d1b3d292,2024-05-14,CASH
e356ec00-38d7-4bbd-9727-a452933bc541,d6c193d6-2bba-4a2b-ab6d-5d8ea5244d05,2024-05-01,CARD
3679674f-79cf-4b77-9f2f-8120655c45e6,6ce9787a-5b79-4c66-a32f-878316b0e617,2024-01-01,CARD
24ed573f-b239-42fb-80f8-61e7671d11e4,63e25881-00d6-4299-894a-60c982280578,2024-12-23,BANK_TRANSFER
424fce9c-3d2e-49f7-93d4-6f807e89f46c,6c8e0852-f740-414a-a5af-9869393f0a8b,2024-06-24,CARD
67fea2de-799f-4bc5-8caf-d2de524bffd3,957eac19-d58e-44cd-a844-ff072c5494cc,2025-01-14,CASH
f53d2fa2-5d66-4e82-ba23-d297f212a0f2,ac459aa7-501f-4857-ad2e-a41185b375b0,2024-12-08,BANK_TRANSFER
cfdcde36-74ee-46fc-845c-2d71e25f75e6,593e2aa1-26f3-4b4a-9871-710cc2482214,2024-01-27,CARD
68044c4b-02d3-4316-9ab5-f98e5c9de3f2,93100cb9-be13-437a-8242-17fe4c6a023a,2024-03-01,BANK_TRANSFER
0b1e5517-1b85-476b-87b9-687b50510d66,1d695cd2-ddd7-493b-bc8b-84571f4cae0c,2024-08-04,BANK_TRANSFER
6d22ea08-2cd8-48ca-b7b6-a63d9cb28896,adcd24cb-d384-4565-ab24-fbb736f47438,2024-05-07,BANK_TRANSFER
ad8ec410-eda6-4c1e-93ae-f89dc27ec377,79b76f8c-9f51-4ddf-add4-462847787eb9,2024-11-07,BANK_TRANSFER
3871bf1a-9e58-4735-a0ad-2bd60ea82b2e,9cee2788-f47d-4a5e-8422-d7125262dde8,2024-04-05,CASH
4c12d364-7c68-43fa-ad47-2909eecd9ca5,367a3c06-bae3-4ff4-af23-b4602a62761c,2024-03-08,CASH
aba62aaa-cf9b-4c10-96c3-a36faa951ac3,6a132122-7804-4b1b-8d6d-9b5dd6e63b2c,2024-05-10,CASH
35227fe7-ebaf-4e94-9857-6c47d18a355b,e28b79e2-b00e-45e0-a305-4784a32ab802,2024-05-21,CASH
105feab6-4a56-4aa8-a931-1d279b748ec2,6c82ca22-de38-49c1-bd22-c55f6c2486b3,2024-01-09,CASH
a61f6b5c-b357-4d32-983d-8e84536331aa,af045e8b-1bc6-4ccb-a236-6d1324fc36ee,2024-05-04,CARD
8fb12402-0bc4-428b-be5e-7a6a46853856,b33b4cc7-cb0b-4806-b77a-30a9b3bab598,2024-03-26,CASH
6da99e11-f2e1-4026-8616-156470a3ba99,60c94c2f-58f8-4e59-8b67-9f68eee37fa6,2024-01-30,CASH
e5960a5a-a97c-4781-9660-c5e4ddc9322d,ff3ffa3c-8bc7-432f-bf3e-679b45387229,2024-04-16,BANK_TRANSFER
b0196747-931a-4966-9d22-399b98af5e99,9983322b-7c69-42cf-87f6-5da70a1bbf4a,2024-03-29,CASH
8be51277-4073-4136-b380-58df3ef996cb,c8f2ec0b-6453-4452-a8a9-76b12b1f30ab,2024-04-07,CARD
b531222d-390d-48e0-adfc-919debf78d7e,917fa6fc-ccc8-478c-ac91-fbf3b293ad99,2024-07-28,BANK_TRANSFER
f3103510-5c17-4ffb-92a5-1a6b2b40465a,aa9c542c-2063-4350-8264-78ab1f26bce8,2025-01-28,BANK_TRANSFER
ae70d1aa-9b95-46ff-8c31-6bde96098646,015718c3-c407-4908-b670-55567e66edb8,2024-03-22,CARD
10a0e556-f867-4699-8bc4-a545b0bb9243,c1de6158-007c-4a42-af8f-99dc0ae6c4b8,2024-08-15,CARD
8873951c-5ddd-4fe8-a057-5d72cb010ab7,455c567e-83bd-4183-9248-820f5fbbe07e,2024-01-15,CASH
ee5dc772-b5f2-47db-98b9-204405f19d73,b9a757f8-11ae-4dc8-aad1-49be0092de08,2025-01-21,BANK_TRANSFER
5554e47a-09fb-4e5c-a453-bd40cc4eb111,183410f9-9f34-4499-9108-453cd62729b0,2024-02-03,CARD
c22999f2-7d68-400f-9030-0828ea124f4b,9c569454-89bd-4319-9289-471efb9d13db,2024-01-26,CARD
cb16a457-830b-4a07-9660-fb6fbd41bd52,e9e6117b-564c-413f-acf3-d10724389dc8,2024-08-15,CARD
b44940c5-6fee-4f57-bfbb-d06a783e2ec3,9c6d4425-d1a7-4197-9de2-231adf750a45,2025-01-20,CARD
0fdc3c4c-b577-4a6e-bbe8-8c3cb146532d,c986cce3-b81f-4313-8012-7f4836cf5ed6,2024-03-18,CARD
b149ae34-9faa-400b-9bff-2a4c756fa245,52e438f0-f938-424b-a689-95e4ea6ed749,2024-11-22,CARD
6f3bba92-5f98-4e7e-8116-484e0e03cf70,acceeef5-8c9c-4263-8506-2259ba4606b9,2024-08-21,BANK_TRANSFER
e6555b69-8f41-44c7-89dc-223db9ad9977,e3175a2a-a124-409f-89ff-e9b295ab21a2,2024-09-19,BANK_TRANSFER
1353ee7e-d03c-4a4b-830a-df32c6dd5c5d,de83d96a-afae-4b6d-bbe7-00ca01490fed,2024-03-19,CARD
d9137eb4-1b54-41ef-9eca-ae7c25135c19,3fb3fdad-3fd1-4ccd-87c3-6f9b604f0138,2024-05-12,BANK_TRANSFER
c79b4889-78f8-417e-b9ae-6ce4290b0817,03b4f92d-e189-4194-95b5-1f57ecd905d3,2024-09-25,CASH
053e4498-11a2-4042-b28c-58f138a6cc63,73994697-d285-40c0-95fb-2a1b261ae6cb,2025-01-18,CASH
e7d6bd16-3e30-4651-8c8f-805909b88c39,f719cfda-af0a-47d5-9e21-e7a69251fa2f,2024-05-29,CARD
513380a1-a10e-4678-8f09-84c9459db338,860c6cb1-87ae-4504-a4b1-10e12d32d320,2024-09-02,BANK_TRANSFER
1ac4509f-2d09-4ce4-938b-8d21dd8d7299,566e456a-ffdd-4ccb-8a5f-c4873c1ef5d6,2024-02-15,CASH
75826ee2-d8bf-4739-93a4-74413aef984b,22e179ab-c88b-46fb-bab9-9a9736caf9e5,2024-12-27,CASH
53c96f42-c8d2-44a4-9e22-f02b07b0167f,06e87c08-da74-45d4-b0d5-87bd21e26693,2024-07-17,CARD
be7d6218-4c6f-4569-adc8-fa4b4ba29540,a9087a56-fe8a-4f1d-96af-48c7b6e6798f,2024-09-20,BANK_TRANSFER
15fdf396-5ff1-44bc-8187-d8c8909327f8,64d679f6-f3a6-4a4d-9c30-a6dbd9023b34,2024-12-18,CARD
92101981-ead7-490d-a430-a75da541d307,863b552a-848b-47a7-8175-9f9f6770670c,2024-07-14,CASH
f10fa046-c29c-40ea-bea7-31b18aa12d0e,a4006109-b3cf-42c1-81e0-0820e7fbeb2d,2024-01-07,BANK_TRANSFER
3bec4a98-d808-4a0e-9b3a-b0fd055cf116,5e96237e-f3d5-4828-a067-dd6efb8a1ebb,2024-04-27,CASH
7e6e9ede-671c-40de-aea7-ce8d8e44dfc7,69d92203-78ac-45c2-aed9-0c237d63861b,2024-12-18,CARD
730cb1c7-cf45-4f59-a51b-2015f1983e1a,342a900b-4bd4-458f-ab4f-c47ab405b70e,2024-10-28,CASH
5072a5cc-a75c-4ffb-9fc9-1b06ea3acb6c,2fa490b8-c84e-4771-a70b-4e15f56e206b,2024-08-23,BANK_TRANSFER
7903dca0-3479-4c44-b917-7c69759c9abe,8c329a26-4771-47d8-b26c-2d37736f4bc1,2024-05-12,CASH
322dcb7b-9a5d-40b5-929d-24d51bc84d81,3c38b0e9-212c-460e-8b9d-24bd33162b12,2024-08-10,BANK_TRANSFER
bf0dc432-cae2-4eb2-9944-e9084798eae2,c791086d-bf8f-4494-b5c1-dc789ba28848,2024-10-06,BANK_TRANSFER
d77182d6-cac3-4166-a156-f4f52f6fd762,9e32215e-705d-45fc-a9fe-8497691cd016,2024-02-21,CASH
37b6cfdc-e198-4715-803f-54b4a0bd56c9,43543fdc-753f-464c-8278-5194dd137972,2024-03-25,CASH
